site,compound,date,value,rolling_means
BQ1,K,1988-01-05T00:00:00Z,0.76,0.7758333333333334
BQ1,K,1988-01-12T00:00:00Z,0.77,0.7792857142857142
BQ1,K,1988-01-19T00:00:00Z,0.75,0.778125
BQ1,K,1988-01-26T00:00:00Z,0.74,0.7861111111111111
BQ1,K,1988-01-29T00:00:00Z,0.86,0.7861111111111111
BQ1,K,1988-02-02T00:00:00Z,0.775,0.7885
BQ1,K,1988-02-03T00:00:00Z,NA,0.7885
BQ1,K,1988-02-04T00:00:00Z,NA,0.7885
BQ1,K,1988-02-09T00:00:00Z,0.8,0.7625
BQ1,K,1988-02-10T00:00:00Z,NA,0.7625
BQ1,K,1988-02-16T00:00:00Z,0.77,0.7555000000000001
BQ1,K,1988-02-23T00:00:00Z,0.85,0.7535000000000001
BQ1,K,1988-03-01T00:00:00Z,0.81,0.7783333333333333
BQ1,K,1988-03-08T00:00:00Z,0.5,0.7833333333333333
BQ1,K,1988-03-15T00:00:00Z,0.7,0.7733333333333333
BQ1,K,1988-03-23T00:00:00Z,0.73,0.7822222222222223
BQ1,K,1988-03-29T00:00:00Z,1.07,0.77
BQ1,K,1988-04-05T00:00:00Z,0.82,0.7633333333333333
BQ1,K,1988-04-12T00:00:00Z,0.71,0.8405555555555555
BQ1,K,1988-04-19T00:00:00Z,0.85,0.858125
BQ1,K,1988-04-26T00:00:00Z,0.74,0.860625
BQ1,K,1988-05-03T00:00:00Z,0.75,0.839375
BQ1,K,1988-05-10T00:00:00Z,1.1949999999999998,0.836875
BQ1,K,1988-05-17T00:00:00Z,NA,0.846875
BQ1,K,1988-05-24T00:00:00Z,0.75,0.841875
BQ1,K,1988-05-31T00:00:00Z,0.9,0.838125
BQ1,K,1988-06-07T00:00:00Z,0.8,0.841875
BQ1,K,1988-06-14T00:00:00Z,0.79,0.7914285714285715
BQ1,K,1988-06-21T00:00:00Z,0.81,0.7877777777777778
BQ1,K,1988-06-28T00:00:00Z,0.71,0.7833333333333333
BQ1,K,1988-07-05T00:00:00Z,0.78,0.7644444444444445
BQ1,K,1988-07-12T00:00:00Z,NA,0.7655555555555555
BQ1,K,1988-07-19T00:00:00Z,0.73,0.7711111111111111
BQ1,K,1988-07-22T00:00:00Z,0.82,0.7711111111111111
BQ1,K,1988-07-26T00:00:00Z,0.71,0.7765
BQ1,K,1988-08-02T00:00:00Z,0.73,0.7835
BQ1,K,1988-08-09T00:00:00Z,0.81,0.7745
BQ1,K,1988-08-16T00:00:00Z,0.84,0.7759090909090909
BQ1,K,1988-08-23T00:00:00Z,0.87,0.7735
BQ1,K,1988-08-24T00:00:00Z,0.765,0.7735
BQ1,K,1988-08-30T00:00:00Z,0.78,0.7735
BQ1,K,1988-09-06T00:00:00Z,0.69,0.7735
BQ1,K,1988-09-13T00:00:00Z,0.79,0.7675
BQ1,K,1988-09-20T00:00:00Z,0.75,0.7594444444444445
BQ1,K,1988-09-27T00:00:00Z,0.71,0.76
BQ1,K,1988-10-04T00:00:00Z,0.73,0.77
BQ1,K,1988-10-11T00:00:00Z,0.75,0.7925
BQ1,K,1988-10-18T00:00:00Z,NA,0.8175
BQ1,K,1988-10-25T00:00:00Z,0.88,0.83125
BQ1,K,1988-11-01T00:00:00Z,0.86,0.845
BQ1,K,1988-11-07T00:00:00Z,0.87,0.85625
BQ1,K,1988-11-15T00:00:00Z,0.99,0.89375
BQ1,K,1988-11-22T00:00:00Z,0.86,0.8977777777777778
BQ1,K,1988-11-29T00:00:00Z,0.82,0.9033333333333333
BQ1,K,1988-12-06T00:00:00Z,0.82,0.8333333333333334
BQ1,K,1988-12-13T00:00:00Z,1.05,0.8444444444444444
BQ1,K,1988-12-20T00:00:00Z,0.93,0.8444444444444444
BQ1,K,1988-12-27T00:00:00Z,0.93,0.8555555555555555
BQ1,K,1989-01-03T00:00:00Z,0.23,0.8744444444444445
BQ1,K,1989-01-10T00:00:00Z,0.97,0.8888888888888888
BQ1,K,1989-01-17T00:00:00Z,0.99,0.8588888888888889
BQ1,K,1989-01-24T00:00:00Z,0.96,0.85
BQ1,K,1989-01-31T00:00:00Z,0.99,0.851111111111111
BQ1,K,1989-02-07T00:00:00Z,0.95,0.9177777777777778
BQ1,K,1989-02-14T00:00:00Z,0.78,0.9088888888888889
BQ1,K,1989-02-21T00:00:00Z,0.85,0.8866666666666666
BQ1,K,1989-02-28T00:00:00Z,0.94,0.8677777777777778
BQ1,K,1989-03-07T00:00:00Z,0.83,0.8488888888888889
BQ1,K,1989-03-09T00:00:00Z,NA,0.8488888888888889
BQ1,K,1989-03-14T00:00:00Z,0.89,0.8366666666666667
BQ1,K,1989-03-21T00:00:00Z,0.79,0.8366666666666667
BQ1,K,1989-03-28T00:00:00Z,0.79,0.84
BQ1,K,1989-04-04T00:00:00Z,0.82,0.8366666666666667
BQ1,K,1989-04-11T00:00:00Z,0.84,0.8544444444444445
BQ1,K,1989-04-18T00:00:00Z,0.78,0.8544444444444445
BQ1,K,1989-04-25T00:00:00Z,0.88,0.8622222222222222
BQ1,K,1989-05-02T00:00:00Z,0.91,0.8722222222222222
BQ1,K,1989-05-09T00:00:00Z,0.99,0.9366666666666666
BQ1,K,1989-05-16T00:00:00Z,0.89,0.9344444444444444
BQ1,K,1989-05-23T00:00:00Z,0.86,0.9377777777777778
BQ1,K,1989-05-30T00:00:00Z,0.88,0.9322222222222222
BQ1,K,1989-06-06T00:00:00Z,1.4,0.9299999999999999
BQ1,K,1989-06-13T00:00:00Z,0.82,0.9333333333333333
BQ1,K,1989-06-20T00:00:00Z,0.81,0.9477777777777777
BQ1,K,1989-06-27T00:00:00Z,0.83,0.9577777777777777
BQ1,K,1989-07-05T00:00:00Z,0.89,0.9622222222222222
BQ1,K,1989-07-11T00:00:00Z,1.02,0.9166666666666666
BQ1,K,1989-07-18T00:00:00Z,1.02,0.9344444444444444
BQ1,K,1989-07-26T00:00:00Z,0.95,0.9444444444444444
BQ1,K,1989-08-01T00:00:00Z,0.92,0.9522222222222222
BQ1,K,1989-08-08T00:00:00Z,0.99,0.95
BQ1,K,1989-08-15T00:00:00Z,0.98,0.9377777777777778
BQ1,K,1989-08-22T00:00:00Z,0.9,0.9344444444444444
BQ1,K,1989-08-29T00:00:00Z,0.9,0.9672222222222222
BQ1,K,1989-09-05T00:00:00Z,0.87,1.0025
BQ1,K,1989-09-12T00:00:00Z,0.91,0.9945
BQ1,K,1989-09-20T00:00:00Z,NA,1.0005
BQ1,K,1989-09-22T00:00:00Z,0.99,1.0005
BQ1,K,1989-09-26T00:00:00Z,1.245,1.0295
BQ1,K,1989-10-03T00:00:00Z,0.98,1.0625
BQ1,K,1989-10-05T00:00:00Z,1.26,1.0625
BQ1,K,1989-10-10T00:00:00Z,0.91,1.2768181818181819
BQ1,K,1989-10-17T00:00:00Z,1.04,1.315
BQ1,K,1989-10-24T00:00:00Z,1.19,1.3277272727272726
BQ1,K,1989-10-31T00:00:00Z,1.23,1.299090909090909
BQ1,K,1989-11-07T00:00:00Z,1.66,1.287
BQ1,K,1989-11-08T00:00:00Z,2.63,1.287
BQ1,K,1989-11-14T00:00:00Z,1.33,1.279
BQ1,K,1989-11-21T00:00:00Z,1.13,1.255
BQ1,K,1989-11-28T00:00:00Z,0.93,1.232
BQ1,K,1989-12-05T00:00:00Z,0.82,1.407
BQ1,K,1989-12-12T00:00:00Z,0.83,1.1922222222222223
BQ1,K,1989-12-19T00:00:00Z,0.8,1.1555555555555554
BQ1,K,1989-12-26T00:00:00Z,0.96,1.1466666666666667
BQ1,K,1990-01-02T00:00:00Z,2.98,1.1566666666666667
BQ1,K,1990-01-09T00:00:00Z,0.95,1.1733333333333333
BQ1,K,1990-01-16T00:00:00Z,1,1.201111111111111
BQ1,K,1990-01-23T00:00:00Z,1.05,1.2466666666666666
BQ1,K,1990-01-30T00:00:00Z,1.02,1.268888888888889
BQ1,K,1990-02-06T00:00:00Z,0.97,1.0422222222222222
BQ1,K,1990-02-13T00:00:00Z,1.08,1.1866666666666668
BQ1,K,1990-02-20T00:00:00Z,1.21,1.218888888888889
BQ1,K,1990-02-27T00:00:00Z,1.16,1.2344444444444445
BQ1,K,1990-03-06T00:00:00Z,0.94,1.2355555555555555
BQ1,K,1990-03-13T00:00:00Z,2.25,1.2333333333333334
BQ1,K,1990-03-20T00:00:00Z,1.29,1.2177777777777778
BQ1,K,1990-03-27T00:00:00Z,1.19,1.3009090909090908
BQ1,K,1990-04-03T00:00:00Z,1.03,1.2945454545454544
BQ1,K,1990-04-10T00:00:00Z,0.95,1.3566666666666667
BQ1,K,1990-04-17T00:00:00Z,0.94,1.2641666666666667
BQ1,K,1990-04-24T00:00:00Z,0.97,1.2516666666666667
BQ1,K,1990-04-25T00:00:00Z,2.1,1.2516666666666667
BQ1,K,1990-04-26T00:00:00Z,1.49,1.2516666666666667
BQ1,K,1990-05-01T00:00:00Z,1.09,1.2558333333333334
BQ1,K,1990-05-08T00:00:00Z,1.15,1.2666666666666666
BQ1,K,1990-05-10T00:00:00Z,1.83,1.2666666666666666
BQ1,K,1990-05-15T00:00:00Z,1.14,1.2866666666666666
BQ1,K,1990-05-22T00:00:00Z,1.14,1.3116666666666665
BQ1,K,1990-05-29T00:00:00Z,1.24,1.2469999999999999
BQ1,K,1990-06-05T00:00:00Z,1.16,1.238
BQ1,K,1990-06-12T00:00:00Z,1.19,1.1588888888888889
BQ1,K,1990-06-19T00:00:00Z,1.24,1.1355555555555554
BQ1,K,1990-06-26T00:00:00Z,1.29,1.1977777777777778
BQ1,K,1990-07-03T00:00:00Z,1,1.1555555555555554
BQ1,K,1990-07-10T00:00:00Z,1.03,1.1255555555555556
BQ1,K,1990-07-17T00:00:00Z,0.93,1.1366666666666667
BQ1,K,1990-07-24T00:00:00Z,1.7,1.0944444444444446
BQ1,K,1990-07-31T00:00:00Z,0.86,1.0377777777777777
BQ1,K,1990-08-07T00:00:00Z,0.89,1.0133333333333334
BQ1,K,1990-08-14T00:00:00Z,1.29,0.9833333333333334
BQ1,K,1990-08-21T00:00:00Z,0.86,0.9677777777777777
BQ1,K,1990-08-28T00:00:00Z,0.78,0.8688888888888889
BQ1,K,1990-09-04T00:00:00Z,0.78,0.8844444444444445
BQ1,K,1990-09-11T00:00:00Z,0.76,0.8944444444444445
BQ1,K,1990-09-18T00:00:00Z,0.79,0.8477777777777777
BQ1,K,1990-09-25T00:00:00Z,0.81,0.8577777777777778
BQ1,K,1990-10-02T00:00:00Z,1,0.9033333333333333
BQ1,K,1990-10-09T00:00:00Z,0.98,0.9322222222222222
BQ1,K,1990-10-16T00:00:00Z,0.87,0.9555555555555556
BQ1,K,1990-10-23T00:00:00Z,0.95,0.9622222222222222
BQ1,K,1990-10-30T00:00:00Z,1.19,0.9777777777777777
BQ1,K,1990-11-06T00:00:00Z,1.04,0.9927777777777778
BQ1,K,1990-11-13T00:00:00Z,0.97,1.0875
BQ1,K,1990-11-20T00:00:00Z,0.85,1.0695
BQ1,K,1990-11-27T00:00:00Z,0.95,1.0605
BQ1,K,1990-12-04T00:00:00Z,1.135,1.0645
BQ1,K,1990-12-11T00:00:00Z,0.78,1.0675
BQ1,K,1990-12-14T00:00:00Z,2.14,1.0675
BQ1,K,1990-12-18T00:00:00Z,0.69,1.0495
BQ1,K,1990-12-25T00:00:00Z,0.86,1.0315
BQ1,K,1990-12-31T00:00:00Z,1.23,1.0135
BQ1,K,1991-01-08T00:00:00Z,1.07,0.983
BQ1,K,1991-01-15T00:00:00Z,0.79,0.8566666666666667
BQ1,K,1991-01-22T00:00:00Z,0.67,0.9044444444444445
BQ1,K,1991-01-29T00:00:00Z,0.77,0.9044444444444445
BQ1,K,1991-02-05T00:00:00Z,0.83,0.8455555555555556
BQ1,K,1991-02-12T00:00:00Z,0.8,0.8144444444444444
BQ1,K,1991-02-19T00:00:00Z,1.12,0.8166666666666667
BQ1,K,1991-02-26T00:00:00Z,0.86,0.8211111111111111
BQ1,K,1991-03-05T00:00:00Z,0.7,0.8188888888888889
BQ1,K,1991-03-12T00:00:00Z,0.79,0.8122222222222223
BQ1,K,1991-03-19T00:00:00Z,0.81,0.8233333333333334
BQ1,K,1991-03-22T00:00:00Z,NA,0.8233333333333334
BQ1,K,1991-03-26T00:00:00Z,0.71,0.8022222222222223
BQ1,K,1991-04-02T00:00:00Z,0.75,0.7933333333333333
BQ1,K,1991-04-09T00:00:00Z,0.77,0.8144444444444444
BQ1,K,1991-04-15T00:00:00Z,0.9,0.8333333333333334
BQ1,K,1991-04-23T00:00:00Z,0.93,0.8422222222222222
BQ1,K,1991-04-30T00:00:00Z,0.78,0.868
BQ1,K,1991-05-07T00:00:00Z,0.89,0.885
BQ1,K,1991-05-14T00:00:00Z,0.96,0.923
BQ1,K,1991-05-21T00:00:00Z,0.89,0.92
BQ1,K,1991-05-28T00:00:00Z,0.89,0.919
BQ1,K,1991-05-31T00:00:00Z,0.92,0.919
BQ1,K,1991-06-01T00:00:00Z,NA,0.958
BQ1,K,1991-06-04T00:00:00Z,0.92,0.958
BQ1,K,1991-06-11T00:00:00Z,1.15,0.958
BQ1,K,1991-06-18T00:00:00Z,0.87,0.914
BQ1,K,1991-06-25T00:00:00Z,0.92,0.85
BQ1,K,1991-07-02T00:00:00Z,1.17,0.82
BQ1,K,1991-07-09T00:00:00Z,0.89,0.8099999999999999
BQ1,K,1991-07-16T00:00:00Z,0.52,0.7644444444444445
BQ1,K,1991-07-23T00:00:00Z,0.25,0.7555555555555555
BQ1,K,1991-07-30T00:00:00Z,0.69,0.7833333333333333
BQ1,K,1991-08-06T00:00:00Z,0.83,0.7588888888888888
BQ1,K,1991-08-13T00:00:00Z,0.74,0.9444444444444444
BQ1,K,1991-08-20T00:00:00Z,0.79,0.9944444444444445
BQ1,K,1991-08-27T00:00:00Z,1.17,1.0766666666666667
BQ1,K,1991-09-03T00:00:00Z,0.95,1.1077777777777778
BQ1,K,1991-09-10T00:00:00Z,2.56,1.1388888888888888
BQ1,K,1991-09-17T00:00:00Z,0.97,1.1644444444444444
BQ1,K,1991-09-24T00:00:00Z,0.99,1.1644444444444444
BQ1,K,1991-10-01T00:00:00Z,0.97,1.1155555555555556
BQ1,K,1991-10-08T00:00:00Z,1.11,1.200909090909091
BQ1,K,1991-10-15T00:00:00Z,0.97,1.089090909090909
BQ1,K,1991-10-22T00:00:00Z,0.79,1.1225
BQ1,K,1991-10-29T00:00:00Z,0.73,1.1408333333333334
BQ1,K,1991-11-05T00:00:00Z,1.15,1.1516666666666666
BQ1,K,1991-11-07T00:00:00Z,1.77,1.1516666666666666
BQ1,K,1991-11-08T00:00:00Z,1.2,1.1516666666666666
BQ1,K,1991-11-12T00:00:00Z,1.33,1.1416666666666666
BQ1,K,1991-11-18T00:00:00Z,0.94,1.1483333333333334
BQ1,K,1991-11-22T00:00:00Z,1.52,1.1407692307692308
BQ1,K,1991-11-26T00:00:00Z,1.21,1.17
BQ1,K,1991-12-03T00:00:00Z,1.1,1.2
BQ1,K,1991-12-10T00:00:00Z,0.99,1.159
BQ1,K,1991-12-17T00:00:00Z,1.05,1.1440000000000001
BQ1,K,1991-12-23T00:00:00Z,1.05,1.185
BQ1,K,1991-12-30T00:00:00Z,1.09,1.1566666666666667
BQ1,K,1992-01-07T00:00:00Z,1.31,1.22
BQ1,K,1992-01-14T00:00:00Z,1.18,1.225
BQ1,K,1992-01-21T00:00:00Z,1.35,1.221
BQ1,K,1992-01-28T00:00:00Z,1.29,1.215
BQ1,K,1992-02-04T00:00:00Z,1.3,1.219
BQ1,K,1992-02-06T00:00:00Z,1.59,1.219
BQ1,K,1992-02-11T00:00:00Z,1.04,1.194
BQ1,K,1992-02-18T00:00:00Z,1.01,1.186
BQ1,K,1992-02-25T00:00:00Z,0.99,1.1520000000000001
BQ1,K,1992-03-03T00:00:00Z,1.13,1.179
BQ1,K,1992-03-10T00:00:00Z,1.06,1.0722222222222222
BQ1,K,1992-03-17T00:00:00Z,1.1,1.0711111111111111
BQ1,K,1992-03-24T00:00:00Z,1.01,1.1111111111111112
BQ1,K,1992-04-01T00:00:00Z,1.56,1.05
BQ1,K,1992-04-07T00:00:00Z,0.75,1.0433333333333334
BQ1,K,1992-04-14T00:00:00Z,1.03,1.0333333333333334
BQ1,K,1992-04-21T00:00:00Z,1.37,1.0133333333333334
BQ1,K,1992-04-28T00:00:00Z,0.44,1.051111111111111
BQ1,K,1992-05-05T00:00:00Z,1.07,1.0266666666666666
BQ1,K,1992-05-12T00:00:00Z,0.97,1.0544444444444445
BQ1,K,1992-05-19T00:00:00Z,0.92,1.0744444444444445
BQ1,K,1992-05-26T00:00:00Z,1.35,1.031111111111111
BQ1,K,1992-06-02T00:00:00Z,1.34,1.11
BQ1,K,1992-06-09T00:00:00Z,1,1.1177777777777778
BQ1,K,1992-06-16T00:00:00Z,1.21,1.1566666666666667
BQ1,K,1992-06-23T00:00:00Z,0.98,1.1755555555555555
BQ1,K,1992-06-30T00:00:00Z,1.15,1.1566666666666667
BQ1,K,1992-07-07T00:00:00Z,1.14,1.1311111111111112
BQ1,K,1992-07-14T00:00:00Z,1.32,1.1455555555555554
BQ1,K,1992-07-21T00:00:00Z,1.09,1.1322222222222222
BQ1,K,1992-07-28T00:00:00Z,1.18,1.1466666666666667
BQ1,K,1992-08-04T00:00:00Z,1.11,1.1300000000000001
BQ1,K,1992-08-11T00:00:00Z,1.13,1.1333333333333333
BQ1,K,1992-08-18T00:00:00Z,1.09,1.1377777777777778
BQ1,K,1992-08-25T00:00:00Z,1.11,1.1344444444444444
BQ1,K,1992-09-01T00:00:00Z,1,1.1144444444444446
BQ1,K,1992-09-08T00:00:00Z,1.17,1.0966666666666667
BQ1,K,1992-09-15T00:00:00Z,1.36,1.1122222222222222
BQ1,K,1992-09-22T00:00:00Z,1.06,1.0877777777777777
BQ1,K,1992-09-29T00:00:00Z,1,1.0655555555555556
BQ1,K,1992-10-06T00:00:00Z,0.95,1.07
BQ1,K,1992-10-13T00:00:00Z,1.27,1.0633333333333335
BQ1,K,1992-10-20T00:00:00Z,0.87,0.9577777777777778
BQ1,K,1992-10-27T00:00:00Z,0.91,0.9666666666666667
BQ1,K,1992-11-03T00:00:00Z,1.04,0.9877777777777778
BQ1,K,1992-11-10T00:00:00Z,1.11,1
BQ1,K,1992-11-17T00:00:00Z,0.41,0.9044444444444445
BQ1,K,1992-11-24T00:00:00Z,1.14,0.9466666666666667
BQ1,K,1992-12-01T00:00:00Z,1.19,0.9622222222222222
BQ1,K,1992-12-08T00:00:00Z,1.06,1.0066666666666666
BQ1,K,1992-12-15T00:00:00Z,0.41,1.01
BQ1,K,1992-12-22T00:00:00Z,1.25,1.0911111111111111
BQ1,K,1992-12-29T00:00:00Z,1.05,1.0955555555555556
BQ1,K,1993-01-05T00:00:00Z,1.44,1.0822222222222222
BQ1,K,1993-01-12T00:00:00Z,1.14,1.0755555555555556
BQ1,K,1993-01-19T00:00:00Z,1.14,1.1511111111111112
BQ1,K,1993-01-26T00:00:00Z,1.18,1.1133333333333333
BQ1,K,1993-02-02T00:00:00Z,1.07,1.1344444444444444
BQ1,K,1993-02-09T00:00:00Z,1,1.0966666666666667
BQ1,K,1993-02-16T00:00:00Z,1.09,1.0811111111111111
BQ1,K,1993-02-23T00:00:00Z,0.91,1.0711111111111111
BQ1,K,1993-03-02T00:00:00Z,1.24,1.1022222222222222
BQ1,K,1993-03-09T00:00:00Z,1.1,1.12
BQ1,K,1993-03-16T00:00:00Z,1,1.1511111111111112
BQ1,K,1993-03-23T00:00:00Z,1.05,1.2033333333333334
BQ1,K,1993-03-30T00:00:00Z,1.46,1.1955555555555555
BQ1,K,1993-04-06T00:00:00Z,1.23,1.1744444444444444
BQ1,K,1993-04-13T00:00:00Z,1.28,1.1722222222222223
BQ1,K,1993-04-20T00:00:00Z,1.56,1.18
BQ1,K,1993-04-27T00:00:00Z,0.84,1.2455555555555555
BQ1,K,1993-05-04T00:00:00Z,1.05,1.2333333333333334
BQ1,K,1993-05-11T00:00:00Z,1.08,1.22
BQ1,K,1993-05-18T00:00:00Z,1.07,1.1888888888888889
BQ1,K,1993-05-25T00:00:00Z,1.64,1.1400000000000001
BQ1,K,1993-06-01T00:00:00Z,1.35,1.1788888888888889
BQ1,K,1993-06-08T00:00:00Z,1.11,1.1577777777777778
BQ1,K,1993-06-15T00:00:00Z,1,1.1555555555555557
BQ1,K,1993-06-22T00:00:00Z,1.12,1.1388888888888888
BQ1,K,1993-06-29T00:00:00Z,1.19,1.0733333333333335
BQ1,K,1993-07-06T00:00:00Z,0.86,1.0455555555555556
BQ1,K,1993-07-13T00:00:00Z,1.06,1.018888888888889
BQ1,K,1993-07-20T00:00:00Z,0.92,1.037777777777778
BQ1,K,1993-07-27T00:00:00Z,1.05,1.0222222222222221
BQ1,K,1993-08-03T00:00:00Z,1.1,1.0066666666666666
BQ1,K,1993-08-10T00:00:00Z,0.87,1.0033333333333334
BQ1,K,1993-08-17T00:00:00Z,1.17,1.051111111111111
BQ1,K,1993-08-24T00:00:00Z,0.98,1.0622222222222222
BQ1,K,1993-08-31T00:00:00Z,1.05,1.0577777777777777
BQ1,K,1993-09-07T00:00:00Z,0.83,1.0555555555555556
BQ1,K,1993-09-14T00:00:00Z,1.49,1.0933333333333333
BQ1,K,1993-09-21T00:00:00Z,1.02,1.1222222222222222
BQ1,K,1993-09-28T00:00:00Z,1.01,1.13
BQ1,K,1993-10-05T00:00:00Z,1.08,1.11
BQ1,K,1993-10-13T00:00:00Z,1.21,1.1211111111111112
BQ1,K,1993-10-19T00:00:00Z,1.43,1.1222222222222222
BQ1,K,1993-10-26T00:00:00Z,1.05,1.1733333333333333
BQ1,K,1993-11-02T00:00:00Z,0.87,1.1744444444444444
BQ1,K,1993-11-09T00:00:00Z,0.93,1.1477777777777778
BQ1,K,1993-11-16T00:00:00Z,1.5,1.1277777777777778
BQ1,K,1993-11-23T00:00:00Z,1.48,1.1133333333333333
BQ1,K,1993-11-30T00:00:00Z,1.02,1.1255555555555556
BQ1,K,1993-12-07T00:00:00Z,0.84,1.1777777777777778
BQ1,K,1993-12-14T00:00:00Z,1.03,1.18
BQ1,K,1993-12-21T00:00:00Z,1.3,1.1077777777777778
BQ1,K,1993-12-28T00:00:00Z,1.16,1.0422222222222222
BQ1,K,1994-01-04T00:00:00Z,1.34,1.0333333333333332
BQ1,K,1994-01-11T00:00:00Z,0.95,1.0611111111111111
BQ1,K,1994-01-18T00:00:00Z,0.85,1.0355555555555556
BQ1,K,1994-01-25T00:00:00Z,0.89,1.0422222222222222
BQ1,K,1994-02-01T00:00:00Z,0.94,1.0477777777777777
BQ1,K,1994-02-08T00:00:00Z,1.09,1.0044444444444445
BQ1,K,1994-02-15T00:00:00Z,0.8,1.0055555555555555
BQ1,K,1994-02-22T00:00:00Z,1.36,1.03
BQ1,K,1994-03-01T00:00:00Z,1.21,1.0355555555555556
BQ1,K,1994-03-08T00:00:00Z,0.95,1.0344444444444445
BQ1,K,1994-03-15T00:00:00Z,0.96,1.0266666666666666
BQ1,K,1994-03-22T00:00:00Z,1.07,1.0655555555555556
BQ1,K,1994-03-29T00:00:00Z,0.94,1.0266666666666666
BQ1,K,1994-04-05T00:00:00Z,0.93,0.991111111111111
BQ1,K,1994-04-12T00:00:00Z,1.02,1.0355555555555556
BQ1,K,1994-04-19T00:00:00Z,1.15,1.051111111111111
BQ1,K,1994-04-26T00:00:00Z,1.01,1.058888888888889
BQ1,K,1994-05-03T00:00:00Z,0.89,1.0911111111111111
BQ1,K,1994-05-10T00:00:00Z,1.35,1.1133333333333333
BQ1,K,1994-05-17T00:00:00Z,1.1,1.1355555555555554
BQ1,K,1994-05-24T00:00:00Z,1.14,1.1566666666666667
BQ1,K,1994-05-31T00:00:00Z,1.23,1.169
BQ1,K,1994-06-07T00:00:00Z,1.13,1.178
BQ1,K,1994-06-14T00:00:00Z,1.22,1.171
BQ1,K,1994-06-21T00:00:00Z,1.34,1.21
BQ1,K,1994-06-28T00:00:00Z,1.15,1.201
BQ1,K,1994-06-30T00:00:00Z,1.14,1.201
BQ1,K,1994-07-05T00:00:00Z,0.98,1.195
BQ1,K,1994-07-12T00:00:00Z,1.28,1.187
BQ1,K,1994-07-19T00:00:00Z,1.49,1.172
BQ1,K,1994-07-26T00:00:00Z,1.05,1.143
BQ1,K,1994-08-02T00:00:00Z,1.17,1.1677777777777778
BQ1,K,1994-08-09T00:00:00Z,1.05,1.2577777777777779
BQ1,K,1994-08-16T00:00:00Z,1.07,1.2144444444444444
BQ1,K,1994-08-23T00:00:00Z,1.05,1.2377777777777779
BQ1,K,1994-08-30T00:00:00Z,1.37,1.218888888888889
BQ1,K,1994-09-06T00:00:00Z,1.79,1.1822222222222223
BQ1,K,1994-09-13T00:00:00Z,0.89,1.201111111111111
BQ1,K,1994-09-20T00:00:00Z,1.7,1.1866666666666668
BQ1,K,1994-09-27T00:00:00Z,0.88,1.22
BQ1,K,1994-10-04T00:00:00Z,0.84,1.2022222222222223
BQ1,K,1994-10-11T00:00:00Z,1.22,1.1544444444444444
BQ1,K,1994-10-18T00:00:00Z,0.94,1.1944444444444444
BQ1,K,1994-10-25T00:00:00Z,1.35,1.12
BQ1,K,1994-11-01T00:00:00Z,1.21,1.1344444444444444
BQ1,K,1994-11-08T00:00:00Z,1.36,1.1133333333333333
BQ1,K,1994-11-15T00:00:00Z,1.25,1.0877777777777777
BQ1,K,1994-11-22T00:00:00Z,1.03,1.1444444444444444
BQ1,K,1994-11-29T00:00:00Z,1.01,1.0988888888888888
BQ1,K,1994-12-06T00:00:00Z,0.65,1.085
BQ1,K,1994-12-13T00:00:00Z,0.99,1.0457142857142858
BQ1,K,1994-12-20T00:00:00Z,1.45,1.0116666666666667
BQ1,K,1994-12-27T00:00:00Z,0.94,1.008
BQ1,NO3-N,1988-01-05T00:00:00Z,132,151.5
BQ1,NO3-N,1988-01-12T00:00:00Z,134,151.14285714285714
BQ1,NO3-N,1988-01-19T00:00:00Z,125,146.375
BQ1,NO3-N,1988-01-26T00:00:00Z,123,147
BQ1,NO3-N,1988-01-29T00:00:00Z,242,147
BQ1,NO3-N,1988-02-02T00:00:00Z,153,146.7
BQ1,NO3-N,1988-02-03T00:00:00Z,NA,146.7
BQ1,NO3-N,1988-02-04T00:00:00Z,NA,146.7
BQ1,NO3-N,1988-02-09T00:00:00Z,149,147.9
BQ1,NO3-N,1988-02-10T00:00:00Z,NA,147.9
BQ1,NO3-N,1988-02-16T00:00:00Z,113,149.3
BQ1,NO3-N,1988-02-23T00:00:00Z,152,151.2
BQ1,NO3-N,1988-03-01T00:00:00Z,144,157.88888888888889
BQ1,NO3-N,1988-03-08T00:00:00Z,144,155.88888888888889
BQ1,NO3-N,1988-03-15T00:00:00Z,148,155
BQ1,NO3-N,1988-03-23T00:00:00Z,144,159.11111111111111
BQ1,NO3-N,1988-03-29T00:00:00Z,274,158
BQ1,NO3-N,1988-04-05T00:00:00Z,135,157.44444444444446
BQ1,NO3-N,1988-04-12T00:00:00Z,141,160.61111111111111
BQ1,NO3-N,1988-04-19T00:00:00Z,150,160.61111111111111
BQ1,NO3-N,1988-04-26T00:00:00Z,142,161.16666666666666
BQ1,NO3-N,1988-05-03T00:00:00Z,139,148.05555555555554
BQ1,NO3-N,1988-05-10T00:00:00Z,172.5,149.38888888888889
BQ1,NO3-N,1988-05-17T00:00:00Z,148,150.4375
BQ1,NO3-N,1988-05-24T00:00:00Z,149,150.5
BQ1,NO3-N,1988-05-31T00:00:00Z,156,151.91666666666666
BQ1,NO3-N,1988-06-07T00:00:00Z,147,154.5
BQ1,NO3-N,1988-06-14T00:00:00Z,NA,150
BQ1,NO3-N,1988-06-21T00:00:00Z,NA,150.66666666666666
