site,compound,date,value,rolling_means
BQ2,Ca,1989-03-28T00:00:00Z,4.66,4.57
BQ2,Ca,1989-04-04T00:00:00Z,4.13,4.53
BQ2,Ca,1989-04-11T00:00:00Z,4.95,4.536666666666667
BQ2,Ca,1989-04-18T00:00:00Z,4.11,4.467777777777778
BQ2,Ca,1989-04-25T00:00:00Z,4.2,4.44
BQ2,Ca,1989-05-02T00:00:00Z,4.23,4.392222222222222
BQ2,Ca,1989-05-09T00:00:00Z,5.1,4.426666666666667
BQ2,Ca,1989-05-16T00:00:00Z,4.17,4.453333333333333
BQ2,Ca,1989-05-23T00:00:00Z,4.41,4.58
BQ2,Ca,1989-05-30T00:00:00Z,4.23,4.637777777777778
BQ2,Ca,1989-06-06T00:00:00Z,4.44,4.498888888888889
BQ2,Ca,1989-06-13T00:00:00Z,5.19,4.495555555555556
BQ2,Ca,1989-06-20T00:00:00Z,5.25,4.615555555555556
BQ2,Ca,1989-06-27T00:00:00Z,4.72,4.684444444444445
BQ2,Ca,1989-07-05T00:00:00Z,2.98,4.76
BQ2,Ca,1989-07-11T00:00:00Z,5.07,4.844444444444445
BQ2,Ca,1989-07-18T00:00:00Z,5.25,4.828888888888889
BQ2,Ca,1989-07-26T00:00:00Z,5.03,4.605555555555556
BQ2,Ca,1989-08-01T00:00:00Z,4.91,4.640000000000001
BQ2,Ca,1989-08-08T00:00:00Z,5.2,4.926666666666667
BQ2,Ca,1989-08-15T00:00:00Z,5.05,4.945555555555556
BQ2,Ca,1989-08-22T00:00:00Z,3.24,4.905555555555556
BQ2,Ca,1989-08-29T00:00:00Z,5.03,4.921666666666667
BQ2,Ca,1989-09-05T00:00:00Z,5.56,4.986111111111112
BQ2,Ca,1989-09-12T00:00:00Z,5.24,5.020555555555555
BQ2,Ca,1989-09-20T00:00:00Z,NA,5.085
BQ2,Ca,1989-09-22T00:00:00Z,4.89,5.085
BQ2,Ca,1989-09-26T00:00:00Z,5.175000000000001,5.359444444444445
BQ2,Ca,1989-10-03T00:00:00Z,5.49,5.469444444444444
BQ2,Ca,1989-10-05T00:00:00Z,NA,5.469444444444444
BQ2,Ca,1989-10-10T00:00:00Z,5.51,5.4425
BQ2,Ca,1989-10-17T00:00:00Z,5.63,5.4435
BQ2,Ca,1989-10-24T00:00:00Z,5.71,5.4945
BQ2,Ca,1989-10-31T00:00:00Z,6.02,5.663
BQ2,Ca,1989-11-07T00:00:00Z,5.31,5.791
BQ2,Ca,1989-11-08T00:00:00Z,5.45,5.791
BQ2,Ca,1989-11-14T00:00:00Z,5.25,5.925
BQ2,Ca,1989-11-21T00:00:00Z,5.4,6.053
BQ2,Ca,1989-11-28T00:00:00Z,6.86,6.071
BQ2,Ca,1989-12-05T00:00:00Z,6.77,6.153
BQ2,Ca,1989-12-12T00:00:00Z,6.85,6.3244444444444445
BQ2,Ca,1989-12-19T00:00:00Z,6.91,6.4911111111111115
BQ2,Ca,1989-12-26T00:00:00Z,5.89,6.613333333333333
BQ2,Ca,1990-01-02T00:00:00Z,6.84,6.591111111111111
BQ2,Ca,1990-01-09T00:00:00Z,6.15,6.594444444444444
BQ2,Ca,1990-01-16T00:00:00Z,6.75,6.588888888888889
BQ2,Ca,1990-01-23T00:00:00Z,6.5,6.561111111111111
BQ2,Ca,1990-01-30T00:00:00Z,6.66,6.677777777777778
BQ2,Ca,1990-02-06T00:00:00Z,6.8,6.702222222222222
BQ2,Ca,1990-02-13T00:00:00Z,6.8,6.497777777777777
BQ2,Ca,1990-02-20T00:00:00Z,6.66,6.502222222222223
BQ2,Ca,1990-02-27T00:00:00Z,6.94,6.53
BQ2,Ca,1990-03-06T00:00:00Z,7.06,6.568888888888889
BQ2,Ca,1990-03-13T00:00:00Z,4.31,6.625555555555556
BQ2,Ca,1990-03-20T00:00:00Z,6.79,6.666666666666667
BQ2,Ca,1990-03-27T00:00:00Z,6.75,6.0181818181818185
BQ2,Ca,1990-04-03T00:00:00Z,7.01,5.993636363636363
BQ2,Ca,1990-04-10T00:00:00Z,7.31,5.805
BQ2,Ca,1990-04-17T00:00:00Z,7.17,6.0008333333333335
BQ2,Ca,1990-04-24T00:00:00Z,7.25,6.029166666666667
BQ2,Ca,1990-04-25T00:00:00Z,1.03,6.029166666666667
BQ2,Ca,1990-04-26T00:00:00Z,4.58,6.029166666666667
BQ2,Ca,1990-05-01T00:00:00Z,6.67,5.9
BQ2,Ca,1990-05-08T00:00:00Z,6.8,5.884166666666666
BQ2,Ca,1990-05-10T00:00:00Z,3.99,5.884166666666666
BQ2,Ca,1990-05-15T00:00:00Z,6.66,5.8575
BQ2,Ca,1990-05-22T00:00:00Z,7.13,5.825
BQ2,Ca,1990-05-29T00:00:00Z,5.2,6.3100000000000005
BQ2,Ca,1990-06-05T00:00:00Z,6.82,6.397
BQ2,Ca,1990-06-12T00:00:00Z,6.99,6.714444444444444
BQ2,Ca,1990-06-19T00:00:00Z,6.78,6.843333333333334
BQ2,Ca,1990-06-26T00:00:00Z,6.06,6.506666666666667
BQ2,Ca,1990-07-03T00:00:00Z,7.54,6.776666666666666
BQ2,Ca,1990-07-10T00:00:00Z,7.25,6.93
BQ2,Ca,1990-07-17T00:00:00Z,7.82,6.761111111111111
BQ2,Ca,1990-07-24T00:00:00Z,4.1,6.8244444444444445
BQ2,Ca,1990-07-31T00:00:00Z,7.63,6.96
BQ2,Ca,1990-08-07T00:00:00Z,8.2,7.045555555555556
BQ2,Ca,1990-08-14T00:00:00Z,5.47,7.058888888888889
BQ2,Ca,1990-08-21T00:00:00Z,7.35,6.985555555555555
BQ2,Ca,1990-08-28T00:00:00Z,7.28,7.355555555555555
BQ2,Ca,1990-09-04T00:00:00Z,8.31,7.187777777777778
BQ2,Ca,1990-09-11T00:00:00Z,7.37,7.002222222222223
BQ2,Ca,1990-09-18T00:00:00Z,7.16,7.135555555555555
BQ2,Ca,1990-09-25T00:00:00Z,7.43,7.035555555555556
BQ2,Ca,1990-10-02T00:00:00Z,6.12,6.592222222222222
BQ2,Ca,1990-10-09T00:00:00Z,6.53,6.1322222222222225
BQ2,Ca,1990-10-16T00:00:00Z,6.67,6.047777777777778
BQ2,Ca,1990-10-23T00:00:00Z,6.45,6.023333333333333
BQ2,Ca,1990-10-30T00:00:00Z,3.29,5.974444444444445
BQ2,Ca,1990-11-06T00:00:00Z,4.17,5.854444444444445
BQ2,Ca,1990-11-13T00:00:00Z,6.61,5.891
BQ2,Ca,1990-11-20T00:00:00Z,6.94,5.961
BQ2,Ca,1990-11-27T00:00:00Z,6.99,6.026
BQ2,Ca,1990-12-04T00:00:00Z,5.04,6.212
BQ2,Ca,1990-12-11T00:00:00Z,7.42,6.501
BQ2,Ca,1990-12-14T00:00:00Z,5.33,6.501
BQ2,Ca,1990-12-18T00:00:00Z,7.37,6.546
BQ2,Ca,1990-12-25T00:00:00Z,7.1,6.598
BQ2,Ca,1990-12-31T00:00:00Z,5.15,6.606
BQ2,Ca,1991-01-08T00:00:00Z,7.06,6.782
BQ2,Ca,1991-01-15T00:00:00Z,7.06,6.943333333333333
BQ2,Ca,1991-01-22T00:00:00Z,7.46,6.742222222222222
BQ2,Ca,1991-01-29T00:00:00Z,7.07,6.698888888888889
BQ2,Ca,1991-02-05T00:00:00Z,6.8,6.883333333333333
BQ2,Ca,1991-02-12T00:00:00Z,7.42,6.865555555555556
BQ2,Ca,1991-02-19T00:00:00Z,5.56,6.881111111111111
BQ2,Ca,1991-02-26T00:00:00Z,6.71,6.832222222222222
BQ2,Ca,1991-03-05T00:00:00Z,6.81,6.831111111111111
BQ2,Ca,1991-03-12T00:00:00Z,6.9,6.815555555555555
BQ2,Ca,1991-03-19T00:00:00Z,7.2,6.666666666666667
BQ2,Ca,1991-03-22T00:00:00Z,NA,6.666666666666667
BQ2,Ca,1991-03-26T00:00:00Z,7.02,6.7844444444444445
BQ2,Ca,1991-04-02T00:00:00Z,7.06,6.4944444444444445
BQ2,Ca,1991-04-09T00:00:00Z,6.66,6.08
BQ2,Ca,1991-04-15T00:00:00Z,6.08,5.662222222222222
BQ2,Ca,1991-04-23T00:00:00Z,6.62,5.273333333333333
BQ2,Ca,1991-04-30T00:00:00Z,4.1,4.717
BQ2,Ca,1991-05-07T00:00:00Z,3.08,4.325
BQ2,Ca,1991-05-14T00:00:00Z,3.14,4.025
BQ2,Ca,1991-05-21T00:00:00Z,3.7,3.777
BQ2,Ca,1991-05-28T00:00:00Z,3.71,3.432
BQ2,Ca,1991-05-31T00:00:00Z,3.02,3.432
BQ2,Ca,1991-06-01T00:00:00Z,NA,3.349
BQ2,Ca,1991-06-04T00:00:00Z,3.14,3.349
BQ2,Ca,1991-06-11T00:00:00Z,3.66,3.356
BQ2,Ca,1991-06-18T00:00:00Z,3.6,3.7439999999999998
BQ2,Ca,1991-06-25T00:00:00Z,3.17,4.082
BQ2,Ca,1991-07-02T00:00:00Z,3.27,4.555555555555555
BQ2,Ca,1991-07-09T00:00:00Z,3.15,4.952222222222222
BQ2,Ca,1991-07-16T00:00:00Z,7.02,5.316666666666666
BQ2,Ca,1991-07-23T00:00:00Z,7.08,5.764444444444444
BQ2,Ca,1991-07-30T00:00:00Z,6.91,5.808888888888889
BQ2,Ca,1991-08-06T00:00:00Z,6.71,6.446666666666666
BQ2,Ca,1991-08-13T00:00:00Z,6.94,7.015555555555555
BQ2,Ca,1991-08-20T00:00:00Z,7.63,6.865555555555556
BQ2,Ca,1991-08-27T00:00:00Z,3.57,6.8566666666666665
BQ2,Ca,1991-09-03T00:00:00Z,9.01,6.664444444444444
BQ2,Ca,1991-09-10T00:00:00Z,8.27,6.522222222222222
BQ2,Ca,1991-09-17T00:00:00Z,5.67,6.3
BQ2,Ca,1991-09-24T00:00:00Z,7,5.983333333333333
BQ2,Ca,1991-10-01T00:00:00Z,5.18,6.124444444444444
BQ2,Ca,1991-10-08T00:00:00Z,5.43,4.933636363636364
BQ2,Ca,1991-10-15T00:00:00Z,4.94,4.665454545454545
BQ2,Ca,1991-10-22T00:00:00Z,4.78,4.645833333333333
BQ2,Ca,1991-10-29T00:00:00Z,4.84,4.525
BQ2,Ca,1991-11-05T00:00:00Z,3.31,4.4383333333333335
BQ2,Ca,1991-11-07T00:00:00Z,2.38,4.4383333333333335
BQ2,Ca,1991-11-08T00:00:00Z,2.47,4.4383333333333335
BQ2,Ca,1991-11-12T00:00:00Z,5.32,4.5
BQ2,Ca,1991-11-18T00:00:00Z,7.67,4.571666666666666
BQ2,Ca,1991-11-22T00:00:00Z,2.43,4.760769230769231
BQ2,Ca,1991-11-26T00:00:00Z,5.55,4.759166666666666
BQ2,Ca,1991-12-03T00:00:00Z,4.14,4.810833333333333
BQ2,Ca,1991-12-10T00:00:00Z,6.17,5.423
BQ2,Ca,1991-12-17T00:00:00Z,5.8,5.524
BQ2,Ca,1991-12-23T00:00:00Z,7.03,5.448
BQ2,Ca,1991-12-30T00:00:00Z,5.46,5.9655555555555555
BQ2,Ca,1992-01-07T00:00:00Z,4.66,5.837
BQ2,Ca,1992-01-14T00:00:00Z,6.33,5.822
BQ2,Ca,1992-01-21T00:00:00Z,6.91,5.949
BQ2,Ca,1992-01-28T00:00:00Z,7.19,6.0040000000000004
BQ2,Ca,1992-02-04T00:00:00Z,3.42,5.989
BQ2,Ca,1992-02-06T00:00:00Z,5.4,5.989
BQ2,Ca,1992-02-11T00:00:00Z,6.02,6.167
BQ2,Ca,1992-02-18T00:00:00Z,7.07,6.154
BQ2,Ca,1992-02-25T00:00:00Z,7.58,6.08
BQ2,Ca,1992-03-03T00:00:00Z,5.31,5.889
BQ2,Ca,1992-03-10T00:00:00Z,6.44,6.188888888888889
BQ2,Ca,1992-03-17T00:00:00Z,6.2,5.957777777777778
BQ2,Ca,1992-03-24T00:00:00Z,6.17,5.852222222222222
BQ2,Ca,1992-04-01T00:00:00Z,5.28,5.7122222222222225
BQ2,Ca,1992-04-07T00:00:00Z,5.63,5.588888888888889
BQ2,Ca,1992-04-14T00:00:00Z,3.94,5.578888888888889
BQ2,Ca,1992-04-21T00:00:00Z,6.12,5.587777777777778
BQ2,Ca,1992-04-28T00:00:00Z,6.32,5.455555555555556
BQ2,Ca,1992-05-05T00:00:00Z,4.2,5.217777777777778
BQ2,Ca,1992-05-12T00:00:00Z,6.35,5.344444444444444
BQ2,Ca,1992-05-19T00:00:00Z,6.28,5.413333333333333
BQ2,Ca,1992-05-26T00:00:00Z,4.98,5.24
BQ2,Ca,1992-06-02T00:00:00Z,3.14,5.404444444444445
BQ2,Ca,1992-06-09T00:00:00Z,6.77,5.737777777777778
BQ2,Ca,1992-06-16T00:00:00Z,4.56,5.894444444444444
BQ2,Ca,1992-06-23T00:00:00Z,4.56,5.958888888888889
BQ2,Ca,1992-06-30T00:00:00Z,7.8,6.188888888888889
BQ2,Ca,1992-07-07T00:00:00Z,7.2,6.64
BQ2,Ca,1992-07-14T00:00:00Z,7.76,6.378888888888889
BQ2,Ca,1992-07-21T00:00:00Z,6.86,6.685555555555555
BQ2,Ca,1992-07-28T00:00:00Z,7.05,6.88
BQ2,Ca,1992-08-04T00:00:00Z,7.2,6.92
BQ2,Ca,1992-08-11T00:00:00Z,4.42,6.753333333333333
BQ2,Ca,1992-08-18T00:00:00Z,7.32,6.61
BQ2,Ca,1992-08-25T00:00:00Z,6.31,6.593333333333334
BQ2,Ca,1992-09-01T00:00:00Z,8.16,6.444444444444445
BQ2,Ca,1992-09-08T00:00:00Z,5.7,6.366666666666666
BQ2,Ca,1992-09-15T00:00:00Z,6.47,6.644444444444445
BQ2,Ca,1992-09-22T00:00:00Z,6.71,6.593333333333334
BQ2,Ca,1992-09-29T00:00:00Z,5.71,6.641111111111111
BQ2,Ca,1992-10-06T00:00:00Z,6.5,6.403333333333333
BQ2,Ca,1992-10-13T00:00:00Z,6.92,6.2988888888888885
BQ2,Ca,1992-10-20T00:00:00Z,6.86,5.955555555555556
BQ2,Ca,1992-10-27T00:00:00Z,6.74,5.907777777777778
BQ2,Ca,1992-11-03T00:00:00Z,6.02,5.905555555555556
BQ2,Ca,1992-11-10T00:00:00Z,4.76,5.898888888888889
BQ2,Ca,1992-11-17T00:00:00Z,3.38,5.932222222222222
BQ2,Ca,1992-11-24T00:00:00Z,6.28,5.805555555555555
BQ2,Ca,1992-12-01T00:00:00Z,5.69,5.694444444444445
BQ2,Ca,1992-12-08T00:00:00Z,6.44,5.848888888888889
BQ2,Ca,1992-12-15T00:00:00Z,7.22,6.001111111111111
BQ2,Ca,1992-12-22T00:00:00Z,5.72,6.344444444444444
BQ2,Ca,1992-12-29T00:00:00Z,5.74,6.2844444444444445
BQ2,Ca,1993-01-05T00:00:00Z,7.41,6.345555555555555
BQ2,Ca,1993-01-12T00:00:00Z,6.13,6.286666666666667
BQ2,Ca,1993-01-19T00:00:00Z,6.47,6.383333333333334
BQ2,Ca,1993-01-26T00:00:00Z,5.74,6.444444444444445
BQ2,Ca,1993-02-02T00:00:00Z,6.24,6.49
BQ2,Ca,1993-02-09T00:00:00Z,5.91,6.373333333333333
BQ2,Ca,1993-02-16T00:00:00Z,8.09,6.28
BQ2,Ca,1993-02-23T00:00:00Z,6.27,6.22
BQ2,Ca,1993-03-02T00:00:00Z,6.15,6.693333333333333
BQ2,Ca,1993-03-09T00:00:00Z,6.36,6.855555555555555
BQ2,Ca,1993-03-16T00:00:00Z,5.29,7.028888888888889
BQ2,Ca,1993-03-23T00:00:00Z,5.93,6.8566666666666665
BQ2,Ca,1993-03-30T00:00:00Z,10,6.502222222222223
BQ2,Ca,1993-04-06T00:00:00Z,7.7,6.347777777777778
BQ2,Ca,1993-04-13T00:00:00Z,7.47,6.122222222222222
BQ2,Ca,1993-04-20T00:00:00Z,6.54,6.101111111111111
BQ2,Ca,1993-04-27T00:00:00Z,3.08,6.071111111111111
BQ2,Ca,1993-05-04T00:00:00Z,4.76,5.627777777777777
BQ2,Ca,1993-05-11T00:00:00Z,4.33,5.665555555555556
BQ2,Ca,1993-05-18T00:00:00Z,5.1,5.476666666666667
BQ2,Ca,1993-05-25T00:00:00Z,5.66,5.6
BQ2,Ca,1993-06-01T00:00:00Z,6.01,5.96
BQ2,Ca,1993-06-08T00:00:00Z,8.04,6.171111111111111
BQ2,Ca,1993-06-15T00:00:00Z,5.77,6.346666666666667
BQ2,Ca,1993-06-22T00:00:00Z,7.65,7.011111111111111
BQ2,Ca,1993-06-29T00:00:00Z,6.32,7.083333333333333
BQ2,Ca,1993-07-06T00:00:00Z,6.66,7.156666666666666
BQ2,Ca,1993-07-13T00:00:00Z,5.91,7.022222222222222
BQ2,Ca,1993-07-20T00:00:00Z,11.08,7.162222222222223
BQ2,Ca,1993-07-27T00:00:00Z,6.31,7.242222222222222
BQ2,Ca,1993-08-03T00:00:00Z,6.67,7.2
BQ2,Ca,1993-08-10T00:00:00Z,6.83,7.205555555555556
BQ2,Ca,1993-08-17T00:00:00Z,7.03,7.174444444444444
BQ2,Ca,1993-08-24T00:00:00Z,8.37,6.6899999999999995
BQ2,Ca,1993-08-31T00:00:00Z,5.94,6.608888888888889
BQ2,Ca,1993-09-07T00:00:00Z,6.71,6.583333333333333
BQ2,Ca,1993-09-14T00:00:00Z,5.63,6.525555555555555
BQ2,Ca,1993-09-21T00:00:00Z,6.72,6.446666666666666
BQ2,Ca,1993-09-28T00:00:00Z,5.58,6.362222222222222
BQ2,Ca,1993-10-05T00:00:00Z,6.44,6.433333333333334
BQ2,Ca,1993-10-13T00:00:00Z,6.31,6.414444444444444
BQ2,Ca,1993-10-19T00:00:00Z,6.32,6.446666666666666
BQ2,Ca,1993-10-26T00:00:00Z,7.61,6.644444444444445
BQ2,Ca,1993-11-02T00:00:00Z,6.58,6.628888888888889
BQ2,Ca,1993-11-09T00:00:00Z,6.54,6.583333333333333
BQ2,Ca,1993-11-16T00:00:00Z,5.92,6.611111111111112
BQ2,Ca,1993-11-23T00:00:00Z,8.5,6.57
BQ2,Ca,1993-11-30T00:00:00Z,5.44,6.594444444444444
BQ2,Ca,1993-12-07T00:00:00Z,6.03,6.514444444444445
BQ2,Ca,1993-12-14T00:00:00Z,6.56,6.371111111111111
BQ2,Ca,1993-12-21T00:00:00Z,5.95,6.355555555555556
BQ2,Ca,1993-12-28T00:00:00Z,7.83,6.1000000000000005
BQ2,Ca,1994-01-04T00:00:00Z,5.86,6.1033333333333335
BQ2,Ca,1994-01-11T00:00:00Z,5.25,6.032222222222222
BQ2,Ca,1994-01-18T00:00:00Z,5.78,5.996666666666667
BQ2,Ca,1994-01-25T00:00:00Z,6.2,5.931111111111111
BQ2,Ca,1994-02-01T00:00:00Z,5.47,5.67
BQ2,Ca,1994-02-08T00:00:00Z,5.39,5.762222222222222
BQ2,Ca,1994-02-15T00:00:00Z,6.24,5.916666666666667
BQ2,Ca,1994-02-22T00:00:00Z,5.36,6.094444444444444
BQ2,Ca,1994-03-01T00:00:00Z,5.48,6.2122222222222225
BQ2,Ca,1994-03-08T00:00:00Z,6.69,6.415555555555556
BQ2,Ca,1994-03-15T00:00:00Z,6.64,6.5488888888888885
BQ2,Ca,1994-03-22T00:00:00Z,7.38,6.587777777777778
BQ2,Ca,1994-03-29T00:00:00Z,7.26,6.767777777777778
BQ2,Ca,1994-04-05T00:00:00Z,7.3,6.952222222222222
BQ2,Ca,1994-04-12T00:00:00Z,6.59,6.854444444444444
BQ2,Ca,1994-04-19T00:00:00Z,6.59,6.77
BQ2,Ca,1994-04-26T00:00:00Z,6.98,6.702222222222222
BQ2,Ca,1994-05-03T00:00:00Z,7.14,6.887777777777778
BQ2,Ca,1994-05-10T00:00:00Z,5.81,6.905555555555555
BQ2,Ca,1994-05-17T00:00:00Z,5.88,6.945
BQ2,Ca,1994-05-24T00:00:00Z,6.77,6.95875
BQ2,Ca,1994-05-31T00:00:00Z,8.93,6.631111111111111
BQ2,Ca,1994-06-07T00:00:00Z,7.46,6.533333333333333
BQ2,Ca,1994-06-14T00:00:00Z,NA,6.62375
BQ2,Ca,1994-06-21T00:00:00Z,6.7,6.51
BQ2,Ca,1994-06-28T00:00:00Z,6.05,6.472857142857142
BQ2,Ca,1994-06-30T00:00:00Z,4.94,6.472857142857142
BQ2,Ca,1994-07-05T00:00:00Z,6.26,5.54
BQ2,Ca,1994-07-12T00:00:00Z,NA,5.298571428571428
BQ2,Ca,1994-07-19T00:00:00Z,4.97,5.298571428571428
BQ2,Ca,1994-07-26T00:00:00Z,NA,5.0649999999999995
BQ2,Ca,1994-08-02T00:00:00Z,2.4,4.85
BQ2,Ca,1994-08-09T00:00:00Z,5.77,4.38
BQ2,Ca,1994-08-16T00:00:00Z,NA,4.38
BQ2,Ca,1994-08-23T00:00:00Z,NA,3.913333333333333
BQ2,Ca,1994-08-30T00:00:00Z,NA,3.913333333333333
BQ2,Ca,1994-09-06T00:00:00Z,NA,4.67
BQ2,Ca,1994-09-13T00:00:00Z,NA,3.57
BQ2,Ca,1994-09-20T00:00:00Z,3.57,3.57
BQ2,Ca,1994-09-27T00:00:00Z,NA,4.325
BQ2,Ca,1994-10-04T00:00:00Z,NA,4.325
BQ2,Ca,1994-10-11T00:00:00Z,NA,4.096666666666667
BQ2,Ca,1994-10-18T00:00:00Z,NA,4.215
BQ2,Ca,1994-10-25T00:00:00Z,5.08,4.5125
BQ2,Ca,1994-11-01T00:00:00Z,NA,4.572
BQ2,Ca,1994-11-08T00:00:00Z,3.64,4.678333333333334
BQ2,Ca,1994-11-15T00:00:00Z,4.57,4.837142857142857
BQ2,Ca,1994-11-22T00:00:00Z,4.76,5.22875
BQ2,Ca,1994-11-29T00:00:00Z,4.81,5.3075
BQ2,Ca,1994-12-06T00:00:00Z,5.21,5.3075
BQ2,Ca,1994-12-13T00:00:00Z,5.79,5.545714285714285
BQ2,Ca,1994-12-20T00:00:00Z,7.97,5.708333333333333
BQ2,Ca,1994-12-27T00:00:00Z,5.71,5.898
BQ2,NH4-N,1988-01-05T00:00:00Z,18,16.428571428571427
BQ2,NH4-N,1988-01-12T00:00:00Z,11,16.428571428571427
BQ2,NH4-N,1988-01-19T00:00:00Z,18,16.75
BQ2,NH4-N,1988-01-26T00:00:00Z,17,17
BQ2,NH4-N,1988-01-29T00:00:00Z,14,17
BQ2,NH4-N,1988-02-02T00:00:00Z,21,17.2
BQ2,NH4-N,1988-02-03T00:00:00Z,16,17.2
BQ2,NH4-N,1988-02-04T00:00:00Z,NA,17.2
BQ2,NH4-N,1988-02-09T00:00:00Z,NA,18.1
BQ2,NH4-N,1988-02-10T00:00:00Z,NA,18.1
BQ2,NH4-N,1988-02-16T00:00:00Z,19,19.7
BQ2,NH4-N,1988-02-23T00:00:00Z,19,18.8
BQ2,NH4-N,1988-03-01T00:00:00Z,19,18.77777777777778
BQ2,NH4-N,1988-03-08T00:00:00Z,27,18.857142857142858
BQ2,NH4-N,1988-03-15T00:00:00Z,27,18.857142857142858
BQ2,NH4-N,1988-03-23T00:00:00Z,9,19.428571428571427
BQ2,NH4-N,1988-03-29T00:00:00Z,12,21.571428571428573
BQ2,NH4-N,1988-04-05T00:00:00Z,NA,27.142857142857142
BQ2,NH4-N,1988-04-12T00:00:00Z,NA,29.857142857142858
BQ2,NH4-N,1988-04-19T00:00:00Z,23,42.714285714285715
BQ2,NH4-N,1988-04-26T00:00:00Z,34,49.142857142857146
BQ2,NH4-N,1988-05-03T00:00:00Z,58,57.285714285714285
BQ2,NH4-N,1988-05-10T00:00:00Z,46,59
BQ2,NH4-N,1988-05-17T00:00:00Z,117,65.55555555555556
BQ2,NH4-N,1988-05-24T00:00:00Z,54,70.875
BQ2,NH4-N,1988-05-31T00:00:00Z,69,76.14285714285714
BQ2,NH4-N,1988-06-07T00:00:00Z,71,79.16666666666667
BQ2,NH4-N,1988-06-14T00:00:00Z,118,85.8
BQ2,NH4-N,1988-06-21T00:00:00Z,NA,78
BQ2,NH4-N,1988-06-28T00:00:00Z,NA,86
BQ2,NH4-N,1988-07-05T00:00:00Z,NA,94.5
BQ2,NH4-N,1988-07-12T00:00:00Z,NA,67.5
BQ2,NH4-N,1988-07-19T00:00:00Z,NA,15.5
BQ2,NH4-N,1988-07-22T00:00:00Z,NA,15.5
BQ2,NH4-N,1988-07-26T00:00:00Z,NA,14
BQ2,NH4-N,1988-08-02T00:00:00Z,NA,14
BQ2,NH4-N,1988-08-09T00:00:00Z,17,14
BQ2,NH4-N,1988-08-16T00:00:00Z,14,14
BQ2,NH4-N,1988-08-23T00:00:00Z,NA,14
BQ2,NH4-N,1988-08-24T00:00:00Z,11,14
BQ2,NH4-N,1988-08-30T00:00:00Z,NA,14.75
BQ2,NH4-N,1988-09-06T00:00:00Z,NA,14.75
BQ2,NH4-N,1988-09-13T00:00:00Z,NA,26.25
BQ2,NH4-N,1988-09-20T00:00:00Z,NA,38
BQ2,NH4-N,1988-09-27T00:00:00Z,17,47
BQ2,NH4-N,1988-10-04T00:00:00Z,NA,47
BQ2,NH4-N,1988-10-11T00:00:00Z,63,47
BQ2,NH4-N,1988-10-18T00:00:00Z,61,47
BQ2,NH4-N,1988-10-25T00:00:00Z,NA,47
BQ2,NH4-N,1988-11-01T00:00:00Z,NA,62
BQ2,NH4-N,1988-11-07T00:00:00Z,NA,62
BQ2,NH4-N,1988-11-15T00:00:00Z,NA,61
BQ2,NH4-N,1988-11-22T00:00:00Z,NA,NA
BQ2,NH4-N,1988-11-29T00:00:00Z,NA,NA
BQ2,NH4-N,1988-12-06T00:00:00Z,NA,NA
BQ2,NH4-N,1988-12-13T00:00:00Z,NA,NA
BQ2,NH4-N,1988-12-20T00:00:00Z,NA,NA
BQ2,NH4-N,1988-12-27T00:00:00Z,NA,NA
BQ2,NH4-N,1989-01-03T00:00:00Z,NA,NA
BQ2,NH4-N,1989-01-10T00:00:00Z,NA,NA
BQ2,NH4-N,1989-01-17T00:00:00Z,NA,NA
BQ2,NH4-N,1989-01-24T00:00:00Z,NA,NA
BQ2,NH4-N,1989-01-31T00:00:00Z,NA,NA
BQ2,NH4-N,1989-02-07T00:00:00Z,NA,NA
BQ2,NH4-N,1989-02-14T00:00:00Z,NA,NA
BQ2,NH4-N,1989-02-21T00:00:00Z,NA,NA
BQ2,NH4-N,1989-02-28T00:00:00Z,NA,NA
BQ2,NH4-N,1989-03-07T00:00:00Z,NA,NA
BQ2,NH4-N,1989-03-09T00:00:00Z,NA,NA
BQ2,NH4-N,1989-03-14T00:00:00Z,NA,NA
BQ2,NH4-N,1989-03-21T00:00:00Z,NA,NA
BQ2,NH4-N,1989-03-28T00:00:00Z,NA,NA
BQ2,NH4-N,1989-04-04T00:00:00Z,NA,NA
BQ2,NH4-N,1989-04-11T00:00:00Z,NA,NA
BQ2,NH4-N,1989-04-18T00:00:00Z,NA,NA
BQ2,NH4-N,1989-04-25T00:00:00Z,NA,NA
BQ2,NH4-N,1989-05-02T00:00:00Z,NA,NA
BQ2,NH4-N,1989-05-09T00:00:00Z,NA,NA
BQ2,NH4-N,1989-05-16T00:00:00Z,NA,NA
BQ2,NH4-N,1989-05-23T00:00:00Z,NA,NA
BQ2,NH4-N,1989-05-30T00:00:00Z,NA,NA
BQ2,NH4-N,1989-06-06T00:00:00Z,NA,NA
BQ2,NH4-N,1989-06-13T00:00:00Z,NA,NA
BQ2,NH4-N,1989-06-20T00:00:00Z,NA,NA
BQ2,NH4-N,1989-06-27T00:00:00Z,NA,NA
BQ2,NH4-N,1989-07-05T00:00:00Z,NA,NA
BQ2,NH4-N,1989-07-11T00:00:00Z,NA,NA
BQ2,NH4-N,1989-07-18T00:00:00Z,NA,NA
BQ2,NH4-N,1989-07-26T00:00:00Z,NA,NA
BQ2,NH4-N,1989-08-01T00:00:00Z,NA,NA
BQ2,NH4-N,1989-08-08T00:00:00Z,NA,NA
